row_number,lang,favorited,truncated,text,created_at,retweeted,source,place,user,retweet_count,id,favorite_count,urls,user_mentions,hashtags,retweeted_status,in_reply_to_screen_name,in_reply_to_user_id,possibly_sensitive,in_reply_to_status_id
1,en,False,False,"Active crime scene on I-59/20 near Jeff/Tusc Co line. One dead, one injured; shooting involved. Police search in the area; traffic stopped",Fri Jan 31 05:51:59 +0000 2014,False,http://tapbots.com/software/tweetbot/mac,"{""country_code"":""US"",""url"":""https://api.twitter.com/1.1/geo/id/cf44347a08102884.json"",""country"":""United States"",""place_type"":""city"",""bounding_box"":{""type"":""Polygon"",""coordinates"":[[[-86.926154,33.267324],[-86.598948,33.267324],[-86.598948,33.471006],[-86.926154,33.471006]]]},""contained_within"":[],""full_name"":""Hoover, AL"",""attributes"":{},""id"":""cf44347a08102884"",""name"":""Hoover""}","{""id"":15220806,""profile_sidebar_fill_color"":""DDEEF6"",""profile_text_color"":""333333"",""followers_count"":118021,""location"":""Alabama"",""profile_background_color"":""C0DEED"",""listed_count"":1705,""utc_offset"":-21600,""statuses_count"":76381,""description"":""Media meteorologist. WeatherBrains host. Weather geek."",""friends_count"":52014,""profile_link_color"":""0084B4"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1890149584/spannwantsyou_normal.jpg"",""geo_enabled"":true,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/15220806/1381811159"",""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme1/bg.png"",""screen_name"":""spann"",""lang"":""en"",""profile_background_tile"":false,""favourites_count"":27,""name"":""James Spann"",""url"":""http://t.co/7bmABA89RQ"",""created_at"":""Tue Jun 24 16:02:10 +0000 2008"",""time_zone"":""Central Time (US & Canada)"",""protected"":false}",66,429129916446031872,4,,,,,,,,
2,en,False,False,Police have arrested a suspect in the Monday shooting at the basketball courts behind Word Tabernacle Church. http://t.co/X67i7jajij,Fri Jan 31 05:01:39 +0000 2014,False,http://www.hootsuite.com,,"{""id"":32211324,""profile_sidebar_fill_color"":""252429"",""profile_text_color"":""666666"",""followers_count"":1545,""location"":""Rocky Mount, N.C."",""profile_background_color"":""1A1B1F"",""listed_count"":29,""utc_offset"":-18000,""statuses_count"":4132,""description"":""The official Twitter page of the Rocky Mount Telegram.\r\nDownload our iPhone app http://t.co/uBvtDTcX or connect with us on Facebook http://t.co/rO02GxZ4"",""friends_count"":1247,""profile_link_color"":""2FC2EF"",""profile_image_url"":""https://pbs.twimg.com/profile_images/141529387/telegram_normal.jpg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/32211324/1347983632"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/378800000002053559/165983c0084967862a6b0691b6f068eb.gif"",""screen_name"":""telegramreports"",""lang"":""en"",""profile_background_tile"":true,""favourites_count"":4,""name"":""Rocky Mount Telegram"",""url"":""http://t.co/5roCR1FdBW"",""created_at"":""Thu Apr 16 23:57:08 +0000 2009"",""time_zone"":""Quito"",""protected"":false}",49,429117247307923456,6,"{""http://t.co/X67i7jajij"":""http://ow.ly/t8pwn""}",,,,,,,
3,en,False,False,Lawsuit alleges Chicago Police strip-searched trio in public http://t.co/NGVCe42BUW via @suntimes,Fri Jan 31 18:10:37 +0000 2014,False,http://twitter.com/tweetbutton,,"{""id"":37501003,""profile_sidebar_fill_color"":""252429"",""profile_text_color"":""666666"",""followers_count"":25874,""location"":""Northern Virginia"",""profile_background_color"":""1A1B1F"",""listed_count"":915,""utc_offset"":-18000,""statuses_count"":34912,""description"":""Independent journalist reporting on the underclass and marginalized. Objectivity is bullshit. raniakhalek@gmail.com"",""friends_count"":899,""profile_link_color"":""75112D"",""profile_image_url"":""https://pbs.twimg.com/profile_images/425852441901670400/en9EfDa1_normal.jpeg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/37501003/1361346771"",""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme9/bg.gif"",""screen_name"":""RaniaKhalek"",""lang"":""en"",""profile_background_tile"":false,""favourites_count"":7333,""name"":""Rania Khalek"",""url"":""http://t.co/WtQ3QXToI7"",""created_at"":""Sun May 03 21:01:20 +0000 2009"",""time_zone"":""Eastern Time (US & Canada)"",""protected"":false}",20,429315798893461505,6,"{""http://t.co/NGVCe42BUW"":""http://www.suntimes.com/news/crime/25265996-418/lawsuit-chicago-police-strip-searched-trio-in-public.html""}","[{""screen_name"":""Suntimes"",""id"":12811952,""name"":""Chicago Sun-Times""}]",,,,,,
4,en,False,False,New NRA Advice: Don't Cooperate With Police If Your Gun Shows Up At A Crime Scene;  http://t.co/f96jCNY3wV #patriots #liberty,Fri Jan 31 02:33:17 +0000 2014,False,web,,"{""id"":34643610,""profile_sidebar_fill_color"":""DBE1F2"",""profile_text_color"":""000000"",""followers_count"":35649,""profile_background_color"":""174A82"",""listed_count"":1989,""utc_offset"":-18000,""statuses_count"":38235,""description"":""Media Matters guy. Author. Bowler. Utica Club aficionado. Opinions are my own. Especially ones that offend people."",""friends_count"":602,""profile_link_color"":""336699"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1093194645/Screen_shot_2010-08-01_at_3.43.56_PM_normal.png"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/9860779/book.jpg"",""screen_name"":""EricBoehlert"",""lang"":""en"",""profile_background_tile"":false,""favourites_count"":10,""name"":""Eric Boehlert"",""url"":""http://t.co/QsWd6rjSG8"",""created_at"":""Thu Apr 23 15:39:39 +0000 2009"",""time_zone"":""Eastern Time (US & Canada)"",""protected"":false}",19,429079910091476992,3,"{""http://t.co/f96jCNY3wV"":""http://bit.ly/1iRFr4e""}",,"[""patriots"",""liberty""]",,,,,
5,en,False,False,"Police failing to stamp out ‘honour crimes’, from domestic violence and forced marriage to FGM and murder http://t.co/SLuXLgbQbU",Thu Jan 30 23:18:45 +0000 2014,False,https://about.twitter.com/products/tweetdeck,,"{""id"":6107422,""verified"":true,""profile_sidebar_fill_color"":""FFFFFF"",""profile_text_color"":""000000"",""followers_count"":161300,""location"":""London"",""profile_background_color"":""EFEFEF"",""listed_count"":4062,""statuses_count"":91224,""description"":""News, comment and features from the Newspaper of the Year. Become a member at http://t.co/ECCtaoOMeD  Tweet @Times_CS for customer assistance"",""friends_count"":576,""profile_link_color"":""000000"",""profile_image_url"":""https://pbs.twimg.com/profile_images/378800000738359120/687f2a6f8864ef1b11d263c92041f122_normal.png"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/6107422/1360581417"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/787983049/045c3fadaacbb35147cac3fa14bbda6d.png"",""screen_name"":""thetimes"",""lang"":""en"",""profile_background_tile"":true,""favourites_count"":1043,""name"":""The Times of London"",""url"":""http://t.co/5Xz3gRRPmg"",""created_at"":""Thu May 17 13:35:19 +0000 2007"",""time_zone"":""London"",""protected"":false}",21,429030956888899584,3,"{""http://t.co/SLuXLgbQbU"":""http://thetim.es/LfJ2Kr""}",,,,,,,
6,en,False,False,"Today's front page: 
Police failing to stamp out ‘honour crimes’ http://t.co/SLuXLgbQbU http://t.co/w7ft9HW4Vx",Fri Jan 31 07:22:18 +0000 2014,False,https://about.twitter.com/products/tweetdeck,,"{""id"":6107422,""verified"":true,""profile_sidebar_fill_color"":""FFFFFF"",""profile_text_color"":""000000"",""followers_count"":161300,""location"":""London"",""profile_background_color"":""EFEFEF"",""listed_count"":4062,""statuses_count"":91224,""description"":""News, comment and features from the Newspaper of the Year. Become a member at http://t.co/ECCtaoOMeD  Tweet @Times_CS for customer assistance"",""friends_count"":576,""profile_link_color"":""000000"",""profile_image_url"":""https://pbs.twimg.com/profile_images/378800000738359120/687f2a6f8864ef1b11d263c92041f122_normal.png"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/6107422/1360581417"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/787983049/045c3fadaacbb35147cac3fa14bbda6d.png"",""screen_name"":""thetimes"",""lang"":""en"",""profile_background_tile"":true,""favourites_count"":1043,""name"":""The Times of London"",""url"":""http://t.co/5Xz3gRRPmg"",""created_at"":""Thu May 17 13:35:19 +0000 2007"",""time_zone"":""London"",""protected"":false}",25,429152645702352896,3,"{""http://t.co/SLuXLgbQbU"":""http://thetim.es/LfJ2Kr""}",,,,,,,
7,en,False,False,"Town of Tonawanda Police Search for Bank Robbery Suspect
http://t.co/4aJxs3Mv9G http://t.co/320mwHfuPl",Thu Jan 30 22:19:37 +0000 2014,False,https://about.twitter.com/products/tweetdeck,,"{""id"":15308015,""verified"":true,""profile_sidebar_fill_color"":""DDFFCC"",""profile_text_color"":""333333"",""followers_count"":37973,""location"":""Buffalo, NY"",""profile_background_color"":""9AE4E8"",""listed_count"":627,""utc_offset"":-18000,""statuses_count"":46026,""description"":""2 On Your Side is WGRZ-TV in Buffalo, NY; the news station that holds people in power accountable!"",""friends_count"":1543,""profile_link_color"":""0084B4"",""profile_image_url"":""https://pbs.twimg.com/profile_images/3608768961/2cfd4ec6e0273b75a6b596d2dbb45a8d_normal.jpeg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/15308015/1367614587"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/859330132/afc71a587f9808370e25cf27d6c1086f.jpeg"",""screen_name"":""WGRZ"",""lang"":""en"",""profile_background_tile"":true,""favourites_count"":239,""name"":""WGRZ"",""url"":""http://t.co/ciJPXP2KCF"",""created_at"":""Thu Jul 03 13:14:17 +0000 2008"",""time_zone"":""Eastern Time (US & Canada)"",""protected"":false}",18,429016075921940481,3,"{""http://t.co/4aJxs3Mv9G"":""http://on.wgrz.com/1eAYaKe""}",,,,,,,
8,en,False,False,"Due to lack of police protection, #Christians in #Pakistan become easy targets for crime and abuse. http://t.co/6Ld0Zs9h29 ^ws",Thu Jan 30 14:31:21 +0000 2014,False,http://www.hootsuite.com,,"{""id"":39288218,""profile_sidebar_fill_color"":""2E2D33"",""profile_text_color"":""FFFFFF"",""followers_count"":26122,""location"":""Washington, D.C."",""profile_background_color"":""66201A"",""listed_count"":968,""utc_offset"":-18000,""statuses_count"":15823,""description"":""Your bridge to the persecuted Church."",""friends_count"":13051,""profile_link_color"":""66201A"",""profile_image_url"":""https://pbs.twimg.com/profile_images/2426077357/fhwptbxflx6nwksesu6j_normal.jpeg"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/839990601/4d2636234a53eebae33401cb42a5a341.jpeg"",""screen_name"":""persecutionnews"",""lang"":""en"",""profile_background_tile"":false,""favourites_count"":9,""name"":""persecution.org"",""url"":""http://t.co/4cnV9ebLhE"",""created_at"":""Mon May 11 16:51:18 +0000 2009"",""time_zone"":""Eastern Time (US & Canada)"",""protected"":false}",27,428898232690044928,6,"{""http://t.co/6Ld0Zs9h29"":""http://ow.ly/t6F0U""}",,"[""Christians"",""Pakistan""]",,,,,
9,en,False,False,New #NRA Advice: Don't Cooperate With Police If Your Gun Shows Up At A Crime Scene http://t.co/ldIDJ75Did,Thu Jan 30 18:24:27 +0000 2014,False,http://twitter.com/tweetbutton,,"{""id"":576318595,""profile_sidebar_fill_color"":""DDEEF6"",""profile_text_color"":""333333"",""followers_count"":286,""location"":""Washington, DC"",""profile_background_color"":""C0DEED"",""listed_count"":15,""utc_offset"":-18000,""statuses_count"":2215,""description"":""Researcher at @mmfa. I write about guns and public safety. Go Orioles! Opinions expressed here are my own."",""friends_count"":243,""profile_link_color"":""0084B4"",""profile_image_url"":""https://pbs.twimg.com/profile_images/2726738713/81e34997329b6d40396433e87db5deff_normal.jpeg"",""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme1/bg.png"",""screen_name"":""timothywjohnson"",""lang"":""en"",""profile_background_tile"":false,""favourites_count"":7,""name"":""Timothy Johnson"",""url"":""http://t.co/nEKWfcQ9Vn"",""created_at"":""Thu May 10 15:18:40 +0000 2012"",""time_zone"":""Eastern Time (US & Canada)"",""protected"":false}",22,428956892602191873,4,"{""http://t.co/ldIDJ75Did"":""http://mm4a.org/1dQO1rI""}",,"[""NRA""]",,,,,
10,en,False,False,Commish Batts makes a strong case for legalizing marijuana - to end the violent MJ trade in Baltimore. @baltimoresun http://t.co/A0TRUflAYl,Fri Jan 31 04:37:05 +0000 2014,False,http://twitter.com/download/iphone,,"{""id"":141695764,""profile_sidebar_fill_color"":""DDEEF6"",""profile_text_color"":""333333"",""followers_count"":2167,""location"":""Baltimore, MD"",""profile_background_color"":""C0DEED"",""listed_count"":59,""utc_offset"":-14400,""statuses_count"":660,""description"":""33 year law enforcement veteran and executive director for Law Enforcement Against Prohibition. (Drug Policy) Drug Abuse Is Bad, But The Drug War Is Worse!"",""friends_count"":1236,""profile_link_color"":""0084B4"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1164768654/image_normal.jpg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/141695764/1379008573"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/378800000072780577/dca6ae4a24e80ae159fb5691b99760de.jpeg"",""screen_name"":""NeillFranklin"",""lang"":""en"",""profile_background_tile"":true,""favourites_count"":5,""name"":""Neill Franklin"",""url"":""http://t.co/i1g5tziypG"",""created_at"":""Sat May 08 19:33:51 +0000 2010"",""time_zone"":""Atlantic Time (Canada)"",""protected"":false}",18,429111068368326656,2,"{""http://t.co/A0TRUflAYl"":""http://www.baltimoresun.com/news/maryland/crime/blog/bal-baltimore-police-commissioner-not-in-favor-of-marijuana-legalization-20140130,0,4768798.story""}","[{""screen_name"":""baltimoresun"",""id"":8861752,""name"":""The Baltimore Sun""}]",,,,,,
11,en,False,False,Police swoop on the homeless taking sleeping bags and food parcels in co-ordinated raids in Redbridge http://t.co/ZWmE54jhBP,Fri Jan 31 08:20:12 +0000 2014,False,http://twitter.com/tweetbutton,,"{""id"":16027848,""profile_sidebar_fill_color"":""EFEFEF"",""profile_text_color"":""333333"",""followers_count"":1618,""location"":""Essex, England"",""profile_background_color"":""ACDED6"",""listed_count"":29,""statuses_count"":61368,""description"":""Cast the net. Take on the plight of those who can't do it themselves. Help the helpless, hinder the arrogant. Love nature...she's all we have left. Feed birds."",""friends_count"":2001,""profile_link_color"":""191280"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1656172590/SaallyGooffy_normal.jpg"",""geo_enabled"":true,""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme18/bg.gif"",""screen_name"":""saramo"",""lang"":""en"",""profile_background_tile"":false,""favourites_count"":1533,""name"":""saramo"",""url"":""http://t.co/QqqTkh8960"",""created_at"":""Thu Aug 28 15:03:17 +0000 2008"",""time_zone"":""London"",""protected"":false}",22,429167217976958976,4,"{""http://t.co/ZWmE54jhBP"":""http://www.ilfordrecorder.co.uk/news/crime-court/police_swoop_on_the_homeless_taking_sleeping_bags_and_food_parcels_in_co_ordinated_raids_in_redbridge_1_2206446""}",,,,,,,
12,en,False,False,#NRAadvice: Don’t cooperate with police if your gun shows up at a crime scene: http://t.co/c96U10ed1l,Fri Jan 31 22:25:01 +0000 2014,False,http://bufferapp.com,,"{""id"":250386727,""verified"":true,""profile_sidebar_fill_color"":""DCE7F2"",""profile_text_color"":""102D54"",""followers_count"":28057,""profile_background_color"":""252525"",""listed_count"":480,""utc_offset"":-18000,""statuses_count"":4525,""description"":""NOW is the time to pass common-sense legislation to end gun violence and save lives. We #DemandAction \r\n\r\nA campaign of Mayors Against Illegal Guns"",""friends_count"":8824,""profile_link_color"":""7A0D0D"",""profile_image_url"":""https://pbs.twimg.com/profile_images/413099026070765568/Vgs3YpzU_normal.jpeg"",""geo_enabled"":true,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/250386727/1373981741"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/808607905/ed0356f230c73c1cdf67d35cacb1f41d.jpeg"",""screen_name"":""DemandAction"",""lang"":""en"",""profile_background_tile"":false,""favourites_count"":14239,""name"":""Demand Action"",""url"":""http://t.co/rj73s0xWdF"",""created_at"":""Fri Feb 11 00:24:16 +0000 2011"",""time_zone"":""Eastern Time (US & Canada)"",""protected"":false}",18,429379822314614785,8,"{""http://t.co/c96U10ed1l"":""http://maig.us/1bdFqCK""}",,"[""NRAadvice""]",,,,,
13,en,False,False,#Police : Become a Special Constable and help cut crime http://t.co/taxFZeQ4Vx Devon Cornwall,Fri Jan 31 12:49:56 +0000 2014,False,http://dlvr.it,,"{""id"":82324228,""verified"":true,""profile_sidebar_fill_color"":""003366"",""profile_text_color"":""808080"",""followers_count"":23498,""location"":""Devon and Cornwall, England"",""profile_background_color"":""003366"",""listed_count"":391,""statuses_count"":7989,""description"":""We do not monitor Twitter 24/7.\r\nFor non emergencies or reporting crime, tel 101 or in an emergency 999."",""friends_count"":384,""profile_link_color"":""2FC2EF"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1640112931/66c20988-82d1-411d-b2f9-2c79c5d0cd1a_normal.png"",""geo_enabled"":true,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/82324228/1330442066"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/436849006/police_emergency3.jpg"",""screen_name"":""DC_Police"",""lang"":""en"",""profile_background_tile"":false,""favourites_count"":31,""name"":""DevonCornwall Police"",""url"":""http://t.co/xCpendxEES"",""created_at"":""Wed Oct 14 10:00:44 +0000 2009"",""time_zone"":""London"",""protected"":false}",17,429235096919359488,2,"{""http://t.co/taxFZeQ4Vx"":""http://goo.gl/w10Ck7""}",,"[""Police""]",,,,,
14,en,False,False,BREAKING NEWS: Judge’s ruling favors officers in Badger Guns suit: http://t.co/QcQP0vLtd4,Thu Jan 30 20:23:16 +0000 2014,False,https://about.twitter.com/products/tweetdeck,,"{""id"":27978179,""profile_sidebar_fill_color"":""B9C9E2"",""profile_text_color"":""000000"",""followers_count"":17570,""location"":""Washington, D.C."",""profile_background_color"":""20285C"",""listed_count"":426,""utc_offset"":-18000,""statuses_count"":5715,""description"":""We want an America free of gun violence. We educate about the dangers of guns in homes. We honor victims and advocate for strong laws. Strong Gun Laws Work!"",""friends_count"":1240,""profile_link_color"":""CF2026"",""profile_image_url"":""https://pbs.twimg.com/profile_images/325139643/BradyTwitter_normal.jpg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/27978179/1358642281"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/46778826/brady-twitter1.gif"",""screen_name"":""bradybuzz"",""lang"":""en"",""profile_background_tile"":false,""favourites_count"":111,""name"":""Brady Campaign"",""url"":""http://t.co/bEtT8Fj341"",""created_at"":""Tue Mar 31 22:16:37 +0000 2009"",""time_zone"":""Quito"",""protected"":false}",15,428986795586383872,5,"{""http://t.co/QcQP0vLtd4"":""http://www.jsonline.com/news/crime/decision-expected-today-in-police-officers-suit-against-badger-guns-b99195027z1-242755941.html""}",,,,,,,
15,en,False,False,Woman police sergeant dives in river to drag drowning woman to safety http://t.co/WKSZ2Obw1k via @MailOnline Just #crime fighters? Nope!!!,Fri Jan 31 13:04:37 +0000 2014,False,http://twitter.com/tweetbutton,,"{""id"":330895534,""profile_sidebar_fill_color"":""DDEEF6"",""profile_text_color"":""333333"",""followers_count"":7112,""location"":""York,North Yorkshire"",""profile_background_color"":""C0DEED"",""listed_count"":115,""statuses_count"":53000,""description"":""Author.Having served 20 years in the Police, in London and North Yorkshire, Mike is now a Best Selling AuthorTV/Radio spokes person policing issues Consultant"",""friends_count"":1853,""profile_link_color"":""0084B4"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1430456621/mike-on-the-wolds-crayke-in-the-distance_normal.jpg"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/285840661/testing.jpg"",""screen_name"":""MikePannett"",""lang"":""en"",""profile_background_tile"":false,""favourites_count"":20971,""name"":""Mike Pannett, author"",""url"":""http://t.co/37G2TyIk3m"",""created_at"":""Thu Jul 07 09:55:05 +0000 2011"",""time_zone"":""London"",""protected"":false}",8,429238790310203392,7,"{""http://t.co/WKSZ2Obw1k"":""http://dailym.ai/1bamMIL""}","[{""screen_name"":""MailOnline"",""id"":15438913,""name"":""Daily Mail Online""}]","[""crime""]",,,,,
16,en,False,False,RT @blackmagicgal1: So AAP will continue to cry foul at Delhi police whenever a crime is reported rather than take responsibility like a go…,Sat Feb 01 07:01:12 +0000 2014,False,http://twitter.com/download/android,,"{""id"":143528722,""profile_sidebar_fill_color"":""DDEEF6"",""profile_text_color"":""333333"",""followers_count"":9534,""location"":""CITY OF DREAMS (BOMBAYY)"",""profile_background_color"":""C0DEED"",""listed_count"":55,""utc_offset"":19800,""statuses_count"":114631,""description"":""εηgiпεεя-сяickετ Frεακ-мυfс-SACHINIST-веιηg нμmaη-βεβοңоlic-вlεεds βlυε-мsdiди-YυVirατ,κρ,ωαττο-тяуiη το β Sυmoηε-keep safe distance u may fall in LOVE"",""friends_count"":4782,""profile_link_color"":""0084B4"",""profile_image_url"":""https://pbs.twimg.com/profile_images/428255065573306368/JTG0s4hv_normal.jpeg"",""geo_enabled"":true,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/143528722/1384433695"",""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme1/bg.png"",""screen_name"":""naushad1002"",""lang"":""en"",""profile_background_tile"":false,""favourites_count"":33818,""name"":""♚ηοτ ѕо дшεѕомξ♚™ "",""url"":""http://t.co/IrPQ3GNjZ4"",""created_at"":""Thu May 13 18:28:47 +0000 2010"",""time_zone"":""Mumbai"",""protected"":false}",7,429509723516194817,,,"[{""screen_name"":""blackmagicgal1"",""id"":318201824,""name"":""Sue""}]",,"{""lang"":""en"",""favorited"":false,""truncated"":false,""text"":""So AAP will continue to cry foul at Delhi police whenever a crime is reported rather than take responsibility like a govt should."",""created_at"":""Fri Jan 31 16:47:31 +0000 2014"",""retweeted"":false,""source"":""web"",""user"":{""id"":318201824,""profile_sidebar_fill_color"":""EAE8F0"",""profile_text_color"":""EBC42A"",""followers_count"":3748,""location"":""Planet Earth or up in the air "",""profile_background_color"":""0D0F0E"",""listed_count"":90,""utc_offset"":14400,""statuses_count"":59369,""description"":""I am a leaf in the wind, watch how I soar. The black magic lies in my eyes, read my tweets for more!"",""friends_count"":137,""profile_link_color"":""1B00B3"",""profile_image_url"":""https://pbs.twimg.com/profile_images/425949923486355456/knJaq8FK_normal.jpeg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/318201824/1389304438"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/378800000121260163/78be652bc2442b44c92560948a1e901d.jpeg"",""screen_name"":""blackmagicgal1"",""lang"":""en"",""profile_background_tile"":false,""favourites_count"":28240,""name"":""Sue"",""created_at"":""Thu Jun 16 03:38:35 +0000 2011"",""time_zone"":""Abu Dhabi"",""protected"":false},""retweet_count"":7,""id"":429294884885762048,""favorite_count"":5}",,,,
17,en,False,False,RT @shiven_gaur: Crime/Lawlessness has always been a problem in Delhi. Home minister and Delhi Police are answerable. Media shud stop blami…,Sat Feb 01 07:00:47 +0000 2014,False,web,,"{""id"":176335427,""profile_sidebar_fill_color"":""DDEEF6"",""profile_text_color"":""333333"",""followers_count"":54,""location"":""Bhilai"",""profile_background_color"":""C0DEED"",""listed_count"":1,""utc_offset"":-21600,""statuses_count"":2418,""description"":""INDIA NEED SWARAJ....."",""friends_count"":132,""profile_link_color"":""0084B4"",""profile_image_url"":""https://pbs.twimg.com/profile_images/415544089577156608/RK1Srr-K_normal.jpeg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/176335427/1388860943"",""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme1/bg.png"",""screen_name"":""AAPRevolutionCG"",""lang"":""en"",""profile_background_tile"":false,""favourites_count"":5,""name"":""MANISH GUPTA"",""created_at"":""Mon Aug 09 07:25:41 +0000 2010"",""time_zone"":""Guadalajara"",""protected"":false}",5,429509617756811264,,,"[{""screen_name"":""shiven_gaur"",""id"":57591654,""name"":""shivendra gaur""}]",,"{""lang"":""en"",""favorited"":false,""truncated"":false,""text"":""Crime/Lawlessness has always been a problem in Delhi. Home minister and Delhi Police are answerable. Media shud stop blaming AAP."",""created_at"":""Sat Feb 01 06:51:32 +0000 2014"",""retweeted"":false,""source"":""web"",""user"":{""id"":57591654,""profile_sidebar_fill_color"":""DDEEF6"",""profile_text_color"":""333333"",""followers_count"":55,""location"":""France"",""profile_background_color"":""C0DEED"",""utc_offset"":-32400,""statuses_count"":779,""description"":""Software Architect and a AAP supporter"",""friends_count"":199,""profile_link_color"":""0084B4"",""profile_image_url"":""https://pbs.twimg.com/profile_images/426101684515778560/_Te8AkHt_normal.jpeg"",""geo_enabled"":true,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/57591654/1390426885"",""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme1/bg.png"",""name"":""shivendra gaur"",""lang"":""en"",""profile_background_tile"":false,""favourites_count"":54,""screen_name"":""shiven_gaur"",""created_at"":""Fri Jul 17 08:37:13 +0000 2009"",""time_zone"":""Alaska"",""protected"":false},""retweet_count"":5,""id"":429507291763576832}",,,,
18,en,False,False,RT @shiven_gaur: Crime/Lawlessness has always been a problem in Delhi. Home minister and Delhi Police are answerable. Media shud stop blami…,Sat Feb 01 06:58:52 +0000 2014,False,web,,"{""id"":175140557,""profile_sidebar_fill_color"":""DDEEF6"",""profile_text_color"":""333333"",""followers_count"":46,""location"":""Mumbai"",""profile_background_color"":""C0DEED"",""listed_count"":1,""utc_offset"":19800,""statuses_count"":444,""description"":""Motivational Coach.\r\nAll Specialties\r\ni am doing personal counselling( Motivational/positive Coach/ Meditation)"",""friends_count"":102,""profile_link_color"":""0084B4"",""profile_image_url"":""https://pbs.twimg.com/profile_images/1682629312/IMG00121-20100829-1629_normal.jpg"",""geo_enabled"":true,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/175140557/1390773698"",""profile_background_image_url"":""http://a0.twimg.com/profile_background_images/378800000176161090/U-bofkC_.jpeg"",""screen_name"":""snehashanti"",""lang"":""en"",""profile_background_tile"":true,""favourites_count"":52,""name"":""sneha shanti"",""created_at"":""Thu Aug 05 18:59:49 +0000 2010"",""time_zone"":""Mumbai"",""protected"":false}",5,429509135437017089,,,"[{""screen_name"":""shiven_gaur"",""id"":57591654,""name"":""shivendra gaur""}]",,"{""lang"":""en"",""favorited"":false,""truncated"":false,""text"":""Crime/Lawlessness has always been a problem in Delhi. Home minister and Delhi Police are answerable. Media shud stop blaming AAP."",""created_at"":""Sat Feb 01 06:51:32 +0000 2014"",""retweeted"":false,""source"":""web"",""user"":{""id"":57591654,""profile_sidebar_fill_color"":""DDEEF6"",""profile_text_color"":""333333"",""followers_count"":55,""location"":""France"",""profile_background_color"":""C0DEED"",""utc_offset"":-32400,""statuses_count"":779,""description"":""Software Architect and a AAP supporter"",""friends_count"":199,""profile_link_color"":""0084B4"",""profile_image_url"":""https://pbs.twimg.com/profile_images/426101684515778560/_Te8AkHt_normal.jpeg"",""geo_enabled"":true,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/57591654/1390426885"",""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme1/bg.png"",""name"":""shivendra gaur"",""lang"":""en"",""profile_background_tile"":false,""favourites_count"":54,""screen_name"":""shiven_gaur"",""created_at"":""Fri Jul 17 08:37:13 +0000 2009"",""time_zone"":""Alaska"",""protected"":false},""retweet_count"":5,""id"":429507291763576832}",,,,
